ID,Name,Address,Unit No,Postal Code,Primary Contact Last Name,Primary Contact First Name,Phone,Phone Ext,Industry,Employees at Facility,Latitude,Longitude,Number,Street,City,State,Country
24560,Kemik Labels Ltd,1275 Morningside Ave,16-Dec,M1B 3W1,Brown,FM,416-282-4425,,Other Printing,9,43.803371,-79.199122,1275,Morningside Ave,Toronto,ON,CA
22240,Ken Shaw Lexus Toyota Scion,2336 St Clair Ave West,,M6N 1K8,Bennett,John,416-763-4625,142,"Automotive Body, Paint & Interior R&M",15,43.670221,-79.479084,2336,St Clair Ave W,Toronto,ON,CA
22669,Ken's Auto Body Centre,1100 Finch Ave West,204,M3J 2E2,Jaggernauth,Krisyanne,416-663-4184,,"Automotive Body, Paint & Interior R&M",5,43.768928,-79.473512,1100,Finch Ave W,Toronto,ON,CA
22237,Ken's Cleaners,2416 Danforth Ave,,M4C 1K9,Moon,Jinwoong,416-691-3871,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),1,43.687752,-79.305023,2416,Danforth Ave,Toronto,ON,CA
22450,Kendall Printing Company Limited,19 Belvia Road,,M8W 3R2,Milnes,Mike,416-252-3174,,Digital Printing,2,43.603788,-79.527528,19,Belvia Rd,Toronto,ON,CA
24641,Kenlea Inc,289 Horner Avenue,,M8Z 4Y4,Hasanbasic,Haris,416-251-7635,,Hardware Stores,4,43.606821,-79.521763,289,Horner Ave,Toronto,ON,CA
25815,Kennedy Auto Collision,"1285 Kennedy Rd, #2",,M1P 2L4,Wong,Alan,416-288-8648,,"Automotive Body, Paint & Interior R&M",6,43.758563,-79.27807,1285,Kennedy Rd,Toronto,ON,CA
22812,Kennedy Imperial Auto,1253 Kennedy Road,A,M1P 2L4,Wu,Wei Feng,416-757-2275,,General Automotive Repair,2,43.756858,-79.276498,1253,Kennedy Rd,Toronto,ON,CA
23412,Kenpride Custom Woodworking Inc,120 Norfinch Dr,14,M3N 1X3,Noronha,Noeline,416-740-9779,,Wood Kitchen Cabinet & Counter Top Mfg.,7,43.761386,-79.530437,120,Norfinch Dr,Toronto,ON,CA
354,Kerr Bros Limited,956 Islington Avenue,,M8Z 4P6,Klassen,Nancy,416-252-7341,248,Non-Chocolate Confectionery Mfg.,66,43.627392,-79.517646,956,Islington Ave,Toronto,ON,CA
24605,Kew Xray,1971 Queen St  E,207,M4L 1H9,Ugovsek,Andrew,416-690-0048,,All Other Out-Patient Care Centres,1,43.669496,-79.301187,1971,Queen St E,Toronto,ON,CA
24139,Kewbeach Cleaners,1830 Queen St E,,M4L 1G9,Hoa,Cuong,416-699-3022,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),5,43.668309,-79.308635,1830,Queen St E,Toronto,ON,CA
24861,Kewxray Centre,1971 Queen St E,106,M4L 1H9,Ugovsek,Andrew,416-690-0048,,All Other Out-Patient Care Centres,1,43.669496,-79.301187,1971,Queen St E,Toronto,ON,CA
23134,Keystone Alternators And Starters 2003 Ltd,11 Gordon MacKay Road,,M9N 2V5,MacDonald,Greg,416-241-4488,,Other Automotive Mechanical & Electrical R&M,3,43.71499,-79.508156,11,Gordon Mackay Rd,Toronto,ON,CA
22110,Keystone Plastics,15 Golden Gate Court,,M1P 3A4,Hart,Wayne,416-293-3842,,Other Printing,50,43.770983,-79.264332,15,Golden Gate Ct,Toronto,ON,CA
21948,Kga Custom Kitchens Ltd,111 Martin Ross Ave,1,M3J 2M1,Le,Khang,416-630-6310,,Wood Kitchen Cabinet & Counter Top Mfg.,14,43.772687,-79.477515,111,Martin Ross Ave,Toronto,ON,CA
22683,Kid Icarus,205 Augusta Avenue,,M5T 2L4,Viglione,Michael,416-977-7236,,Commercial Screen Printing,5,43.653968,-79.401526,205,Augusta Ave,Toronto,ON,CA
24597,Kilian Canada Inc,310 Judson Street,9,M8Z 5T6,Spinelli,Lorenzo,416-252-5936,,Ball & Roller Bearing Mfg.,5,43.613485,-79.514525,310,Judson St,Toronto,ON,CA
23174,Kilian Canada ULC,75 Torlake Crescent,,M8Z 1B7,Kelly,Patrick,416-252-5936,,Ball & Roller Bearing Mfg.,78,43.613112,-79.526548,75,Torlake Cres,Toronto,ON,CA
25118,Kin Chong Gems Jewellery,1370 Don Mills Rd,204,M3B 3N7,Lee,Fung Lin,416-391-3863,,Jewellery & Watch Whl.,4,43.747154,-79.346282,1370,Don Mills Rd,Toronto,ON,CA
22010,Kinectrics Inc,800 Kipling Ave,Unit 2,M8Z 5G5,Ilina,Claudiu,416-207-6000,5452,Engineering Services,300,43.630195,-79.532649,800,Kipling Ave,Toronto,ON,CA
23521,King Cleaners,1272 Yonge Street,,M4T 1W5,Kim,Sunny,416-975-5157,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.683572,-79.392484,1272,Yonge St,Toronto,ON,CA
23110,King Recycling Waste Disposal Inc,86 Shorncliffe Road,,M8Z 5K5,Coimbra,Mark,416-236-5000,,All Other Waste Management Services,15,43.625858,-79.542986,86,Shorncliffe Rd,Toronto,ON,CA
25561,King Strachan Toucless Car Wash,115 Strachan Ave,,M6J 2S7,DOMINELLI,Fred,416-504-2673,,Car Washes,0,43.643134,-79.411908,115,Strachan Ave,Toronto,ON,CA
24149,KingMar Diagnostic Centre,3227 Eglinton Avenue East,148,M1J 3M5,Sangha,Mak,647-241-4825,,Medical & Diagnostic Laboratories,3,43.743633,-79.214605,3227,Eglinton Ave E,Toronto,ON,CA
23342,Kings Autobody,18 Cosentino Drive,,M1P 3A2,Lo,K,416-754-2988,,"Automotive Body, Paint & Interior R&M",5,43.772244,-79.270545,18,Cosentino Dr,Toronto,ON,CA
24877,Kingscross Auto Collision,19 Civic Road,,M1L 2K6,Lui,Arthur,416-750-8845,,"Automotive Body, Paint & Interior R&M",8,43.726819,-79.285158,19,Civic Rd,Toronto,ON,CA
25495,Kingscross Auto Collision,19 Civic Road,,M1L 2K6,Lui,Arthur,416-750-8845,,"Automotive Body, Paint & Interior R&M",1,43.726819,-79.285158,19,Civic Rd,Toronto,ON,CA
22950,Kingsmill Foods,1399 Kennedy Rd,17,M1P 2L6,Saith,Ashford,416-755-4481,236,All Other Food Mfg.,35,43.764537,-79.277522,1399,Kennedy Rd,Toronto,ON,CA
24444,Kingsmill Kitchens Baths,2898 Bloor Street West,,M8X 1B5,Hunt,Tony,416-207-0077,,Other Specialized Design Services,3,43.648691,-79.506432,2898,Bloor St W,Toronto,ON,CA
25165,Kingston Dental Laboratory,104 Bond St,,M5B 1X8,Kerr,Robert,416-979-3201,,Medical Equipment & Supplies Mfg.,22,43.65662,-79.378779,104,Bond St,Toronto,ON,CA
23177,Kingsway Car Wash,3005 Bloor St west,,M8X 1C3,DiMonte,Domenic,416-653-1144,3,Car Washes,10,43.647244,-79.510601,3005,Bloor St W,Toronto,ON,CA
24487,Kingsway XRay Ultrasound,2915 Bloor Street West,,M8X 1B3,Tripodi,Dr Anthony,416-231-6517,,Medical & Diagnostic Laboratories,4,43.648187,-79.506657,2915,Bloor St W,Toronto,ON,CA
25177,Kingsway XRay Ultrasound,2915 Bloor Street West,,M8X 1B3,Tripodi,Dr Anthony,416-247-5486,,Medical & Diagnostic Laboratories,3,43.648187,-79.506657,2915,Bloor St W,Toronto,ON,CA
24976,Kingsway XRay Ultrasound,2915 Bloor Street West,,M8X 1B3,Greeley,Linda,647-382-9729,,Medical & Diagnostic Laboratories,4,43.648187,-79.506657,2915,Bloor St W,Toronto,ON,CA
25200,Kipling Car And Truck Service,36 Six Point Rd,,M8Z 2X2,Mueller,Andrew,416-231-7701,,General Automotive Repair,5,43.635782,-79.527439,36,Six Point Rd,Toronto,ON,CA
22468,Kipling Coin Car Wash,2010 Kipling Ave ,,M9W 4J6,Wild,Avishay,647-688-4948,,Car Washes,1,43.710825,-79.5667,2010,Kipling Ave,Toronto,ON,CA
25344,Kipling Tire,837 Kipling Ave,,M8Z 5G8,Cardoso,Alexsandre,647-309-1234,,Tire Dealers,20,43.633083,-79.53128,837,Kipling Ave,Toronto,ON,CA
22386,Kirkpatrick Associates Printing Inc,399 Calderstone Cres,,M1C 3A3,Kirkpatrick,Michael,416-497-1400,,Other Wholesale Agents & Brokers,1,43.792801,-79.140944,399,Calderstone Cres,Toronto,ON,CA
24660,Klassic Dry Cleaners,3600 Ellesmere Rd,12A,M1C 4Y8,Dravid,Richard,416-283-9092,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),1,43.79044,-79.174274,3600,Ellesmere Rd,Toronto,ON,CA
22063,Klausz Dental Laboratory,40 Kodiak Crescent,11,M3J 3G5,Klausz,Ronald,416-630-6262,,Medical & Diagnostic Laboratories,10,43.754667,-79.466933,40,Kodiak Cres,Toronto,ON,CA
22681,Knob Hill Cleaners,463 Bloor Street West,,M5S 1X9,Jeon,Kwang,416-723-2481,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.66585,-79.406546,463,Bloor St W,Toronto,ON,CA
493,Knoll North America Corp,1000 Arrow Road,,M9M 2Y7,Peters,Verneke,416-401-6003,,Wood Office Furniture Mfg.,681,43.750072,-79.535486,1000,Arrow Rd,Toronto,ON,CA
23220,Knox College,59 St George St,,M5S 2E6,Davidson,Jim,416-978-4508,,Universities,23,43.661185,-79.397008,59,St George St,Toronto,ON,CA
23931,Kobay Enstel Limited,125 Nashdene Road,5,M1V 2W3,Galansky,Gavin,416-412-4788,,Stamping,170,43.818121,-79.249345,125,Nashdene Rd,Toronto,ON,CA
24131,Koch Heat Transfer Canada LP,4750 Sheppard Avenue East,,M1S 3V7,Brown,Paul,613-548-5320,,Power Boiler & Heat Exchanger Mfg.,34,43.791628,-79.254608,4750,Sheppard Ave E,Toronto,ON,CA
25271,Komandor Canada Closets,863 Rangeview Rd,,L5E 1H1,Ezman,Lucian,416-251-1880,224,Other Home Furnishings Whl.,19,43.571867,-79.561162,863,Rangeview Rd,Mississauga,ON,CA
22565,KopFlex Canada Ltd,19 Meteor Drive,,M9W 1A3,Jenkinson,Kenneth,416-675-7144,,Machine Shops,6,43.680804,-79.590726,19,Meteor Dr,Toronto,ON,CA
23784,Korean Senior Citizens Society of Toronto,476 Grace Street,,M6G 3A9,Kim,Sang  Im,416-532-8077,,Services for the Elderly & Disabled Persons,3,43.663107,-79.418963,476,Grace St,Toronto,ON,CA
24204,Korex Canada Company,104 Jutland Road,,M8Z 2H1,WATSON,DOUG,416-275-6319,315,Soap & Cleaning Compound Mfg.,65,43.629107,-79.519411,104,Jutland Rd,Toronto,ON,CA
24116,Korex Canada Company,78 Titan Road,,M8Z 2J8,Watson,Doug,416-231-7800,315,Soap & Cleaning Compound Mfg.,65,43.630066,-79.525627,78,Titan Rd,Toronto,ON,CA
24638,Kravet Fabrics Canada Company,320 Davenport Road,200,M5R 1K6,Manning,Michele,905-607-0706,226,"Piece Goods, Notions & Other Dry Goods Whl.",6,43.674908,-79.400745,320,Davenport Rd,Toronto,ON,CA
23977,Krest Dental Ceramics,102 Vanderhoof Ave,,M4G 4C9,Chung,Christina,416-467-6674,,All Other Miscellaneous Mfg.,27,43.712839,-79.360077,102,Vanderhoof Ave,Toronto,ON,CA
109,Kretschmar Inc,71 Curlew Drive,,M3A 2P8,Walsh,Fred,416-441-1100,,Rendering & Meat Processing from Carcasses,206,43.74312,-79.315618,71,Curlew Dr,Toronto,ON,CA
24427,Krown Body Maintenance,3590 St Clair Ave E,,M1K 1M2,Frisson,Daniel,416-264-3424,,"All Other Misc. Store Retailers, n.e.c.",5,43.717616,-79.257984,3590,St Clair Ave E,Toronto,ON,CA
22688,Krown Rust Control Center OA Zem Holdings Ltd,133 Midwest Road,c,M1P 3A6,Chionidis,Crystal,416-431-3693,,All Other Automotive R&M,5,43.755305,-79.268416,133,Midwest Rd,Toronto,ON,CA
24137,Krown Rust Proofing,1401 The Queensway,,M8Z 1T2,Maclam,Rod,416-503-0505,,Car Washes,2,43.619229,-79.530171,1401,The Queensway,Toronto,ON,CA
24578,KuuSport Manufacturing Ltd,450 Tapscott Road,6,M1B 1Y4,Kuus,Heidi,416-298-7724,,Sporting & Athletic Goods Mfg.,10,43.810515,-79.236642,450,Tapscott Rd,Toronto,ON,CA
22233,Kwanggool Lee,462 Kingston Road,,M4L 1V3,Lee,Kwanggool,416-833-1327,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.677331,-79.303793,462,Kingston Rd,Toronto,ON,CA
22168,Kwik Kopy North York,3570 Victoria Park Avenue,101,M2H 3S2,Haq,Saif,416-250-7750,,Quick Printing,3,43.806056,-79.337505,3570,Victoria Park Ave,Toronto,ON,CA
24895,Kwik Kopy Printing,3341 Bloor Street West,,M8X 1E9,Deluca,Pat,416-236-1207,,Digital Printing,4,43.64494,-79.521542,3341,Bloor St W,Toronto,ON,CA
358,Kwok Cheung Noodles Foods Ltd,20 Melham Court,8,M1B 2T6,Kwan,Amy,416-299-3588,,All Other Food Mfg.,5,43.810888,-79.240137,20,Melham Ct,Toronto,ON,CA
22813,Kyros Auto Ctr,139 Bermondsey Rd,,M4A 1X3,Kyros,Jim,416-750-1486,,Automotive Exhaust System Repair,5,43.719363,-79.314006,139,Bermondsey Rd,Toronto,ON,CA
22361,L & L Denture Clinic,2346 Danforth Ave,,M4C 1K7,Lo,Hua Geng,416-429-3708,,Offices of Dentists,1,43.687316,-79.306613,2346,Danforth Ave,Toronto,ON,CA
22420,L J Sewing,585 Middlefield Rd,26,M1V 4Y5,Jeffay,Abbas,416-266-9789,,Cut & Sew Clothing Contracting,2,43.811303,-79.257441,585,Middlefield Rd,Toronto,ON,CA
25054,L L Beckwitth General Garage Ltd,650 Kingston Road,,M4E 1P9,Beckwith,Cherie,416-840-5454,,General Automotive Repair,1,43.678956,-79.298699,650,Kingston Rd,Toronto,ON,CA
24105,L&M Precision Products Inc.,150 Milvan Drive,,M9L 1Z9,"Grandy, P.Eng., FEC",Ed,416-741-0700,230,"Turned Product & Screw, Nut & Bolt Mfg.",68,43.75729,-79.562389,150,Milvan Dr,Toronto,ON,CA
24954,L3 Electronic System Services,25 City View Drive,,M9W 5A7,McEwan,Ed,416-249-1231,2811,Navigational & Guidance Instruments Mfg.,85,43.694005,-79.583057,25,City View Dr,Toronto,ON,CA
24179,L3 Wescam APS Operations,17 Prince Andrew Place,,M3C 2H2,Wymer,Monica,905-633-4001,2914,Navigational & Guidance Instruments Mfg.,150,43.726098,-79.344993,17,Prince Andrew Pl,Toronto,ON,CA
411,LANXESS Canada CoCie West Hill,10 Chemical Crt,,M1E 3X7,Waples,Jeanette,416-724-3643,,Other Petroleum & Coal Products Mfg.,86,43.762777,-79.163521,10,Chemical Ct,Toronto,ON,CA
25148,LCC Ontario Inc,1361 Huntingwood Drive,2,M1S 3J1,Chen,Martin,416-293-2088,,Wood Kitchen Cabinet & Counter Top Mfg.,19,43.797506,-79.266026,1361,Huntingwood Dr,Toronto,ON,CA
23550,LG General Auto Body,4656 Yonge Street,,M2N 5M1,McCreith,Sandra,416-225-2303,,"Automotive Body, Paint & Interior R&M",9,43.757727,-79.410479,4656,Yonge St,Toronto,ON,CA
22695,LGT Auto Fine Cars,155 Midwest Rd,,M1P 3A6,Young,Wan Kwan,416-881-8871,,General Automotive Repair,1,43.75599,-79.268576,155,Midwest Rd,Toronto,ON,CA
22834,LH Company Ltd,2890 Dufferin Street,,M6B 3S6,Wen,Meng Hu,647-345-3071,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.707775,-79.453658,2890,Dufferin St,Toronto,ON,CA
24461,LK Laundry Cleaners,1014 Weston Road,,M6N 3S1,Lim,Andy,416-766-7200,,All Other Whl.,1,43.684832,-79.485553,1014,Weston Rd,Toronto,ON,CA
22222,LUIGI Cathie FIOCCOLA,25 Milford Ave,,M6M 2W1,FIOCCOLA,Louie,416-241-4635,,"Automotive Body, Paint & Interior R&M",10,43.704634,-79.474713,25,Milford Ave,Toronto,ON,CA
22045,La Belle Cleaners,5150 Yonge St  Lower Level,C-36,M2N 6L8,Park,Chansik,416-225-7867,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.76887,-79.413068,5150,Yonge St,Toronto,ON,CA
23203,La Rosa Cleaners,447 Dovercourt Road,1,M4R 1B2,Le,Hoai Thi,416-537-5740,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.653983,-79.426367,447,Dovercourt Rd,Toronto,ON,CA
22050,Label Force Inc,2 Select Ave,5,M1V 5J4,Brown,Ken,416-292-1736,,All Other Converted Paper Product Mfg.,5,43.830038,-79.265532,2,Select Ave,Toronto,ON,CA
25411,Lacquer Channel Mastering Inc,297 Lesmill Rd,,M3B 2V1,Mintz,Noah,416-444-6778,,Musical Groups & Artists,1,43.763052,-79.360094,297,Lesmill Rd,Toronto,ON,CA
22247,Ladoga Auto Service,1100 Finch Avenue West,302,M3J 2E2,Fetesko,Alexander,416-663-2482,,General Automotive Repair,2,43.768928,-79.473512,1100,Finch Ave W,Toronto,ON,CA
24978,Lafarge Canada Commissioners St Aggregate Depot,535 Commissioners Street,,M4M 1A5,Ruggieri,Matthew,416-688-3479,,Limestone Mining & Quarrying,1,43.653618,-79.330335,535,Commissioners St,Toronto,ON,CA
23371,Laird Auto Body,123 Laird Dr,,M4G 3T7,Hat,Phil,416-421-7121,,"Automotive Body, Paint & Interior R&M",4,43.707214,-79.361882,123,Laird Dr,Toronto,ON,CA
23150,Laird Automotive,48 Laird Drive,,M4G 3T2,Norman,Sean,416-421-6116,,General Automotive Repair,6,43.704416,-79.361196,48,Laird Dr,Toronto,ON,CA
23455,Lakeshore Auto Collision,3353 Lakeshore Blvd West,,M8W 1N1,Polczer,Josef,416-255-6936,,"Automotive Body, Paint & Interior R&M",4,43.613082,-79.383147,,Lakeshore Ave,Toronto,ON,CA
23403,Lakeshore Auto Collision,3353 Lakeshore Blvd West,,M8W 1N1,Polczer,Josef,416-255-6936,,Automotive Exhaust System Repair,4,43.613082,-79.383147,,Lakeshore Ave,Toronto,ON,CA
21951,Lakeside Motors,50 Wickware Gate,,M1P 2B6,Miller,Krista,416-267-4641,,General Automotive Repair,7,43.754084,-79.274052,50,Wickware Gt,Toronto,ON,CA
84,Lambton Park Auto Electric Limited,24 Earlington Avenue,,M8X 2N5,Rodrigue,Sean,416-233-7552,,General Automotive Repair,1,43.660897,-79.508567,24,Earlington Ave,Toronto,ON,CA
22964,Lamedia Printing Inc,746 Warden Ave,18,M1L 4A2,Lam,Karl,416-599-8633,,Other Printing,2,43.717513,-79.284818,746,Warden Ave,Toronto,ON,CA
25925,Lamin-8 Services Inc,"763 Warden Avenue Unit 1A Scarborough, M1L 4B7",,M1L 4B7,Isaacs,Michael,416-977-4422,,Digital Printing,10,43.722211,-79.283499,763,Warden Ave,Toronto,ON,CA
513,Lamin8 Services Inc,19 Duncan Street,Lower Level,M5H 3H1,Isaacs,Michael,416-977-4422,,Digital Printing,10,43.648001,-79.388398,19,Duncan St,Toronto,ON,CA
298,Laminate Plus Inc,3500 Pharmacy Ave,7,M1W 2T7,Pakkidis,George,416-757-3432,,Support Activities for Printing,1,43.810007,-79.334901,3500,Pharmacy Ave,Toronto,ON,CA
311,Lampshades Unlimited,2721 Markham Road,44,M1X 1L5,Lo,Mo,416-299-3113,,Blind & Shade Mfg.,6,43.82109,-79.243627,2721,Markham Rd,Toronto,ON,CA
24041,Land Instrument Equipment Company,18 Sommerset Way,201,M2N 6X5,Liu,Joan,416-512-7016,,"Machinery, Equip. & Supplies Agents & Brokers",1,43.77653,-79.412447,18,Sommerset Way,Toronto,ON,CA
25082,Lantic Inc Distribution Centre,198 New Toronto Street,,M8V 2E8,Pellerin,Frederic,514-940-3699,,Other Specialty-Line Food Whl.,20,43.607746,-79.504365,198,New Toronto St,Toronto,ON,CA
191,Lantic Inc Lantic Blending,230 Midwest Road,,M1P 3A9,Kauden,Rakesh,416-757-8787,246,All Other Food Mfg.,14,43.757691,-79.269577,230,Midwest Rd,Toronto,ON,CA
23330,Laser Reproduction,388 Carlaw Ave  ,201,M4M 2T4,Wong,Andy,416-778-8368,,Quick Printing,8,43.665737,-79.342281,388,Carlaw Ave,Toronto,ON,CA
220,Lassonde Beverages Canada,95 Vulcan St,,M9W 1L4,Benoit,Gervais,416-244-4224,17241,Soft Drink & Ice Mfg.,120,43.702515,-79.585728,95,Vulcan St,Toronto,ON,CA
10,Latvija Amerika,4 Credit Union Drive,,M4A 2N8,Pavars,Richard,416-466-1514,,Newspaper Publishers,8,43.725441,-79.319013,4,Credit Union Dr,Toronto,ON,CA
22617,Laundro World,1020 Bloor St W,,M6H 1M2,Chang,Sung,416-516-2836,,Coin-Operated Laundries & Dry Cleaners,2,43.661022,-79.431156,1020,Bloor St W,Toronto,ON,CA
25476,Lawrence Auto,27 Malley Road ,,M1L 2E4,TANG,JIE,416-755-6329,,General Automotive Repair,2,43.720956,-79.281942,27,Malley Rd,Toronto,ON,CA
23001,Lawrence Transmission Of Etobicoke Limited,38 Brydon Drive,,M9W 4N2,Spick,Robert,905-832-8822,,Automotive Parts & Accessories Stores,1,43.7164,-79.572992,38,Brydon Dr,Toronto,ON,CA
25173,LawrenceKingston Road XRay,4125 Lawrence Ave East,210,M1E 2S2,Ouyang,Mao,416-281-4167,,Medical & Diagnostic Laboratories,3,43.766529,-79.192697,4125,Lawrence Ave E,Toronto,ON,CA
24053,LazerTech Limited,33 Melford Drive,1,M1B 2G6,Hall,John,416-291-7727,271,Semiconductor & Electronic Component Mfg.,36,43.774621,-79.218732,33,Milford Haven Dr,Toronto,ON,CA
37,LeaAnn Belter Bridal Limited,785 Queen St E,,M4M 1H5,Belter,LeaAnn,416-778-6868,,Women's & Girls' Cut & Sew Dress Mfg.,16,43.659366,-79.346728,785,Queen St E,Toronto,ON,CA
24275,Leader Plating On Plastics,2 Jody Ave,,M3N 1H1,Corazza,Rob,416-746-1492,,"Coating, Engraving & Heat Treating Activities",25,43.745955,-79.52348,2,Jody Ave,Toronto,ON,CA
78,Leathercraft Incorporation,40 Ronson Dr,5,M9W 1B3,Johal,Jatinder,416-614-9155,,Upholstered Household Furniture Mfg.,30,43.699047,-79.564195,40,Ronson Dr,Toronto,ON,CA
23301,Lee Woodfinishing Inc,29 Iron Street,,M9W 5E3,Wong,Rainnia,416-675-2626,,"Showcase, Partition, Shelving & Locker Mfg.",5,43.702336,-79.580866,29,Iron St,Toronto,ON,CA
24063,Lee's Auto Repairs Centre,3459 Dundas St W,,M6S 2S5,NGUYEN,LEE,416-769-0605,,General Automotive Repair,2,43.665401,-79.487001,3459,Dundas St W,Toronto,ON,CA
25412,Lee's Printing,49 Scarlett Road,,M6N 4J8,Lee,Paul,416-769-7800,,Quick Printing,1,43.66759,-79.499728,49,Scarlett Rd,Toronto,ON,CA
22694,Lee's Printing,49 Scarlett Rd,,M6N 4J8,Lee,Paul,416-767-8898,,Quick Printing,1,43.66759,-79.499728,49,Scarlett Rd,Toronto,ON,CA
24788,Leef,4 Bestobell Rd,,M8W 4H3,Dubrovsky,Oleg,416-236-5353,,All Other Miscellaneous Mfg.,1,43.614065,-79.541278,4,Bestobell Rd,Toronto,ON,CA
23932,Legend Kitchen Gallery Inc,3615 Weston Rd,1,M9L 1V8,Francis,June,416-661-5101,,Wood Kitchen Cabinet & Counter Top Mfg.,4,43.758054,-79.542882,3615,Weston Rd,Toronto,ON,CA
24730,Leland Industries Inc,95 Commander Blvd,,M1S 3S9,Nelson,Jason,416-291-5308,226,Steel Wire Drawing,130,43.792778,-79.266837,95,Commander Blvd,Toronto,ON,CA
23500,Len's Equipment Repair Service Co Ltd,40 Skagway Ave,3,M1M 3V1,Camposeo,Fortunata,416-261-6121,,Commercial & Ind'l Mach. & Equip. R&M,6,43.731747,-79.240797,40,Skagway Ave,Toronto,ON,CA
24688,Leo's Truck Service Ltd,105 Nugget Ave,,M1S 3B1,Vella,Santo,416-298-6400,,General Automotive Repair,11,43.792978,-79.255807,105,Nugget Ave,Toronto,ON,CA
24814,Les Sarak MFG Jewellers,27 Queen Street East,1004,M5C 2M6,Sarak,Les,416-941-9153,,Jewellery & Silverware Mfg.,2,43.652524,-79.377744,27,Queen St E,Toronto,ON,CA
25939,Leslie Barns,1165 Lakeshore Blvd East,,M4L 3W6,Fortin,Stephanie,416-393-3262,,General Automotive Repair,60,43.613082,-79.383147,,Lakeshore Ave,Toronto,ON,CA
25443,Leslie Rattan,227 Finchdene Sq,,M1X 1B9,Rattan,Leslie,416-292-4039,23,Plastic Film and Sheet Manufacturing,6,43.821122,-79.233542,227,Finchdene Sq,Toronto,ON,CA
23151,Lestar Autoworks Inc,101 Toro Road,51,M3J 2Z1,Targosz,Lech,416-635-0815,,"Automotive Body, Paint & Interior R&M",2,43.761369,-79.482551,101,Toro Rd,Toronto,ON,CA
23420,Levain World Bakery,20 Advance Road,,M8Z 2T4,Bagdan,Galen,416-237-1933,,Commercial Bakeries & Frozen Product Mfg.,12,43.633984,-79.530275,20,Advance Rd,Toronto,ON,CA
22038,Levolor Canada,53 Jutland Road,53,M8Z 2G6,Nazam,Muhammad,416-847-2420,2420,Blind & Shade Mfg.,85,43.628082,-79.520207,53,Jutland Rd,Toronto,ON,CA
22241,Liana's Dry Cleaners,327 Danforth Avenue,,M4K 1N7,Giannopoulos,Fotios,416-461-1821,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),1,43.677071,-79.35347,327,Danforth Ave,Toronto,ON,CA
23928,Liberty Spring Toronto Inc,25 Worcester Road,,M9W 1K9,Law,Paul,416-675-9072,,Other Fabricated Wire Product Mfg.,50,43.692613,-79.600704,25,Worcester Rd,Toronto,ON,CA
24879,Libra Dental Lab,106 Humber College Blvd,Suite 207,M9V 4E4,Libralato,Mark,416-745-6318,,Medical & Diagnostic Laboratories,4,43.731204,-79.600612,106,Humber College Blvd,Toronto,ON,CA
22321,Life Line Manufacturing Inc,719 Clayson Road,,M9M 2H4,Nakhshon,Shirley,416-849-6654,,All Other Misc. Wood Product Mfg.,10,43.727873,-79.527413,719,Clayson Rd,Toronto,ON,CA
25524,LifeLabs  BioAnalytics,1290 Ellesmere Rd,,M1P 2X9,Daniels,Amber, 416-213-4844,45845,Medical & Diagnostic Laboratories,10,43.769968,-79.265117,1290,Ellesmere Rd,Toronto,ON,CA
25525,LifeLabs Genetics,175 Galaxy Blvd,,M9W 0C9,Varga,Nancy,905-565-0043,3845,Medical & Diagnostic Laboratories,16,43.678816,-79.584396,175,Galaxy Blvd,Toronto,ON,CA
24654,Lifelabs,1200 Markham Rd,,M1H 3C3,Langstaff,Annette,416-287-6634,,Medical & Diagnostic Laboratories,3,43.776619,-79.232121,1200,Markham Rd,Toronto,ON,CA
232,Lifelabs,100 International Blvd,,M9W 6J6,Nagy,Louise,604-412-4561,,Medical & Diagnostic Laboratories,885,43.678533,-79.586031,100,International Blvd,Toronto,ON,CA
24980,Lifetronics Medical Inc,401 Magnetic Drive,27,M3J 3H9,DassPearce,Cassandra,416-665-2313,,All Other Whl.,4,43.78352,-79.473269,401,Magnetic Dr,Toronto,ON,CA
24340,Lighting Nelson Garrett Inc,106 Birmingham St,,M8V 4E6,Simms,Gord,416-463-0050,,Lighting Fixture Mfg.,12,43.603486,-79.507264,106,Birmingham St,Toronto,ON,CA
523,Lightning Graphics,211 Silver Star Blvd,,M1V 0A9,Tieu,Wilson,416-298-9475,226,Other Printing,10,43.810752,-79.292696,211,Silver Star Blvd,Toronto,ON,CA
25289,Liloo Nouri,344 Harbord St,,M6G 1H4,Nouri,Liloo,416-535-4887,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),1,43.659561,-79.419933,344,Harbord St,Toronto,ON,CA
